phase,dataset,scene,method,trial,seed,status,success,trajectory_coverage,ate_rmse_m,rpe_rmse_m,protocol_tag,git_sha,git_dirty,config_sha256,manifest_sha256,bag_sha256,gt_sha256,model_sha256
train,euroc,MH_03_medium,adaptive_arbitration,1,1001,ok,1,1.0,0.258626,0.049595,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,ebaeea69156dd54e9722d582f503420d253b0573ce91fc51b058c07f34d194ff,18f2f9186bd72d75995af77f84d0c50f76faa7b6bca1f82b8332a3ee78261242,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,adaptive_arbitration,2,1002,ok,1,1.0,0.258616,0.049596,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,40d292043c3b3d10dda41fd5938c49234ebd392472f918e97368b5b98a476e61,de850782f68a5b2e4b9361ba80e2f3254d40bfd8622a69a0077ed02c058d9876,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,adaptive_arbitration,3,1003,ok,1,1.0,0.25867,0.049592,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,ba5b4a4906a6c50c2ab1316d3d4e9b3befcb49229e2132953f2e17b32b22df6a,bb9afca0da387074d9808c0d0b13694cf885146a08ccab3801e8d755ec440b70,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,adaptive_arbitration_v2,1,1001,ok,1,1.0,0.256923,0.049738,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,7fe6e79fb1f6258624a6c5ec7f5e6862f8211b68e8f8dd2e8a8ffcfbe1a7d2ae,fab4f84c63e56bed1a09ff02e8b2356706ebed375f17b24b700eec447418d903,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,adaptive_arbitration_v2,2,1002,ok,1,1.0,0.256959,0.049834,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,036a0c5399427c6eea30fd61f48d98b34ef7acad18e45c4eede26c33fc6b5321,c9915ccc213fc90614cb922acc9fd22f09c8d75d32ea9dc8f5dba3104e48f86a,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,adaptive_arbitration_v2,3,1003,ok,1,1.0,0.256931,0.049722,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,1b9c7ffbaf18763dc96eba024a7eeb77c21086eebed945a383ca4e4235bce8d7,00ae2cfb055fd58e954f7ef4d784e612e7d8321b18626512a8235bd35a9091a0,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,adaptive_arbitration_v2,4,1004,ok,1,1.0,0.257125,0.049801,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,43a1c6f238c7112bda12e2576587ba00013b32c46d96f6524f140585fb4c30ec,80a5599faa851e80a84b93f9d4ef851a32dbe9aaa10e6a943954c063c52fd68e,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,adaptive_arbitration_v2,5,1005,ok,1,1.0,0.257132,0.049733,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,3d3fe6299219c8bbe1c1255f771b6395bcba989fca68ca3e3496c3b1bfc4cee4,f346b28f7d20225277114abd953897f6b6521ec7f6811f2f865193b391b0c22d,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,baseline,1,1001,ok,1,1.0,0.262697,0.049123,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,3df1bc66597288c8d4cc38f33988746017eae754ed23c48606cb0216e8b19901,5dd3620a934fb15720cf8f67cdfce82d9d92fa891d150bf57080dee6fb5f7e41,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,baseline,2,1002,ok,1,1.0,0.290961,0.049287,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,b78979020773652021894594be32cf35a0b80abc1780d778eab7b9a35b248b7e,b93c65ccc55a5a631ece251f33e3c5b0a233c85dd76fea2db57867ed337bd755,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,baseline,3,1003,ok,1,1.0,0.290563,0.049249,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,99eed5cf76be680d3c24206a1f2371d40a49831c97238693ebaf818dd7a6ee3b,0bec49952556547c4e64300b2c013a12c94c7bc417579749782062aec00bfa9d,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,geodf,1,1001,ok,1,1.0,0.270733,0.048985,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,919027501627c522c7fb0a07135ff59630e21350f2056e5a6d6f6e72b2cccc81,8900c76e4c8970bdd8814af92e6abc97dec6e5c3863b507d6f049fd84485ed6c,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,geodf,2,1002,ok,1,1.0,0.270603,0.048967,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,7e6e3c4b4075ea9adc149d11806f17b387c6f3003c74583c62efeacdbc42e4fb,0fb571c4a04e15027aa9c317dde7ddc0e4155daae9507b36315cd71c82f57b4f,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,geodf,3,1003,ok,1,1.0,0.270401,0.048906,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,561ca616bece55a8b9f7fff20196112491d3cd041521e733da2312354898471a,2db5babdd307e9503bc87072cab4b2c255ce545131f189e604e66c753c8cdf35,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,semantic,1,1001,ok,1,1.0,0.259232,0.049701,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,cfd3e3545165aeb7abbbb3430a0f22c1e0b001914dadd8a3f788e7e1f509e229,f8f9a46691a24f67c727364f486bef91a55ad8a1ae09b07c290cbcb715ab7c40,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,semantic,2,1002,ok,1,1.0,0.2593,0.049728,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,0e0ed32cae09c37366780e9c5fa902fe8c8ff778feae17792a83d0427d80b7c0,a945aec5ae406e65351084a0d165cf0c3e5b8177166cbc119e2b31733dc77940,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,semantic,3,1003,ok,1,1.0,0.252613,0.049257,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,a83fdb670f9aca72fca0983bf011fa5f7281c49cc313cba4369acf932ce347d1,24e1ba723ed95e0eeae93c2747647364b8d933fdd3fad5175b637c36bc664416,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_noweight,1,1001,ok,1,1.0,0.2759,0.050176,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,47a150bfb49466ef89547191b11937df26b8ca46e9960f3aafb619ff8607dae7,1cac58d431a70486c081e89d8aaf471e4b6ddd737f5693474d88135d51ee78ae,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_noweight,2,1002,ok,1,1.0,0.275824,0.050145,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,1c3a388748c44b89aff873108883dd12e4b0b092bf2f4647c43880fc4ae5d818,10e1e567c16f35313a65785a7af296585dfa5a3135d48c5c0d61c191884ac979,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_noweight,3,1003,ok,1,1.0,0.27594,0.050164,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,493c5826dce330da555178ae53891808c2701523983180d8ad83d1c3e0f57259,5f1455995b5e3ec4123aff430670a7a7c21893cf49f7754f5f0ef9c63197b5a3,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_weight,1,1001,ok,1,1.0,0.256907,0.049318,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,dc777bfc50eda3edd14d838ad77b9829c2d4f23675e3ef527b1e143a2cac6958,80346efd124bee720029638fd7cabe343eb95a0f93887a2d6fe2d5c93cc0773b,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_weight,2,1002,ok,1,1.0,0.256911,0.049319,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,e17249cda832a749f8c2978f8845ee35c768a95796eecb68e0179ec53e04e8fd,e44b2c8732f8cba3151573ac2aba021b9c5f64f087195e8d774b58eb61fce454,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_weight,3,1003,ok,1,1.0,0.256875,0.049314,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,e87c7cd526b11e5c80ffddd77008aeed779b2b1832a60812377379498fed91b6,fcf1ffb4e22b8ec43773fc19cba97435f12816954c935970a5bebb06b8550546,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_weight,4,1004,ok,1,1.0,0.256915,0.04932,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,91b8fb6df598471e891932d3dace2f0a3c55e4c84874e0e1d4afe9c8e60aaee8,84d92bab015ac8269110af95d0159dd53164ac86d6b2ea094467439a0815a10a,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_03_medium,union_weight,5,1005,ok,1,1.0,0.256932,0.049327,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,5beae161673abc72aa6a635845126cb01b45c2e0ad1df29e8eb1540f544e44c4,d4d6373437640d3a36309feaf664c750430c88f12d764acfde8c9516d011574d,565fd3e1d90455c6fc11a25da4ddb425e4715bf4200aeb644440ed741061eaf4,589efd15d5287d061e2e42c057e573a546add79f2403f1173c10ba9e7e48eabb,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration,1,1001,ok,1,1.0,0.432856,0.065601,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,2ab3a8763b8c9b32654a967735ff86214ef79d27632e0c42214234d05770e6e8,ba9107fce1f9829644368d54c95650e3a491e36d1854cac5c565b8cea38daa05,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration,2,1002,ok,1,1.0,0.432845,0.065601,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,b37ca8452d0df9c1f688924a147b8f33000e6aea8da493ac9b7cb28021c73f96,e4466614f0c45a2186fee0449bcf1d56839c58621d810d34d2ec7bb76a189f0c,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration,3,1003,ok,1,1.0,0.432856,0.0656,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,e4f7e7028af94747d030f62a925ac3daa48496225443a32eac0a73ad62f32268,9a62be7f58cd201ca9bc9f12f11d8b94d3095f1c236c71b4f9135909523b09d0,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration_v2,1,1001,ok,1,1.0,0.447793,0.065882,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,4de10789fd8d597f72fa6c1da5132a5d404a1e68670bfb5e92721f8b18ed892d,16589f2f3c53b08dcbe982b9b6a506e962c817c8d5437eee1c663747a811fac3,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration_v2,2,1002,ok,1,1.0,0.447796,0.065887,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,1e2a25ee4eb696a48aa63ac09719a7c7f591440edc31ced1012ac32fa6d8d815,ee652e2feaf3105836c99c0879dff1e60c7fae8fd69dbf8c5d17baf46be6d5a8,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration_v2,3,1003,ok,1,1.0,0.425233,0.065736,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,d1254cb5f5796d5c54fe25a839692617d4d5615ed6bdfeff65ca7addd47f9edd,1515544bf438a59bf3b08c54d73c9ec0ac3bf95be0c66e515f8b8ae58973e0fa,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration_v2,4,1004,ok,1,1.0,0.450069,0.06559,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,c924580659c8169b16669dd3dfed2d19db5d49809b7824be35c9c50c4d77852d,ce2cfcbc91ba7511d3954466fc022b6cbe599b54157775ca12f7b9bf47ea92f8,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,adaptive_arbitration_v2,5,1005,ok,1,1.0,0.448661,0.065939,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,e98c2a79a9ab824c9f517fb39aaff2c32d4016724bcc929cfb666b33f29e3af1,230210d55d4b78e7a61be5387cadbcf70c040b7eed6c765a4b92ab4b936cc7f6,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,baseline,1,1001,ok,1,1.0,0.44926,0.065238,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,bbe992312e89c1350ce1504826e0cba2e20fbcae2cb984971611f771fe19b7a9,4f149d7f7e3dbf499587e5f5f52f5011862988c272eec582056c90c393184efb,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,baseline,2,1002,ok,1,1.0,0.44926,0.065243,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,3df7405884dd5d60871defad61293e9b5658bbf0deabb5832f1aa8a816d03ed7,8298b0ec81e3d7d4124c074d91dca40c904c76ab02466b2b06ea9eb7ef5a58a9,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,baseline,3,1003,ok,1,1.0,0.44926,0.065253,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,ddfa2a23aa0c263bec8055ae3103db78213945835f781061b00f5e20d5200a83,f6fbfdc8193ec4adf8682034989b269e0b7d8d6e7b8edf1b0110d9ce547982d6,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,geodf,1,1001,ok,1,1.0,0.445695,0.065229,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,8575c030d5423f4f701b9c214cf163645a08977ce81299888453ccd5b3c17804,d7d3a67ccb2925f2061dc51de65bc14be3f80e9a47d9bee7d52f28df077a5b0a,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,geodf,2,1002,ok,1,1.0,0.445692,0.065229,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,39dfe734da53c8a7d049bead27e83e4b44bf08fb363ae2707de54d22a7955397,60163a8271bc7dd86fa3cda5f5b261abfb528f8f0934cef69293782e66aaa697,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,geodf,3,1003,ok,1,1.0,0.445695,0.065229,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,42a0382a2e5fe1b65a754d390c911d409fe444ac653669890654ff8796f305ef,84ec2945bb586a54134fb52af9774afe260c79764bb19d3dc92da3b820f7dccd,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,semantic,1,1001,ok,1,1.0,0.451956,0.065933,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,c7b0446b6061789532e551c104de4146ea72d1c70b3d7f8b9a764c18dd417e02,b3421d9c35c33d80ec25a644b726a06cbe5b84b0af54b593994678499dc4ff17,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,semantic,2,1002,ok,1,1.0,0.451955,0.065933,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,6a6ef9398ae4da015a339e51589b65b72d5631a3c0858ec5357b2adfa79978ae,5768a837f68b353e45c1cfb39cb1f596f714c7e20d50d0df567f0b7cd95e5c6a,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,semantic,3,1003,ok,1,1.0,0.451954,0.065936,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,5043c353f6538e81c8149e50f6528b49d89ff6f868a8d7549b721119d78e8c6b,f332447e5f0e51bbcda4ebae40a3106bf3e1c41ef960a4a2e7ff50a0a2abbbf3,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,union_noweight,1,1001,ok,1,1.0,0.451399,0.065928,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,f8b79c21d181a72a4e3db6985dfed987fe63b8363fd24759d25e554743c25f0d,a7fbb69e0295c35d27de8cdf710cd54a7333e87d81d30f5d9bc9c918fa4334b8,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,union_noweight,2,1002,ok,1,1.0,0.449583,0.066288,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,8751463d70ad68ca580dde66385962d46a532fe6869c6099fcf0d7245bd6cebc,229071fe5dbf11f4ed519f6d450edd848ae5579cdc6f1fec70f66c25eb4a3395,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,union_noweight,3,1003,ok,1,1.0,0.451399,0.065928,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,7a11ccc03cef0df3c100a80ec903aed2a50c93911e988284de3728b91c7142d9,096c5ea4448d1d53000354e4b4a76be0fb9762314dcd820d05988ff49cce4f4d,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
train,euroc,MH_04_difficult,union_weight,1,1001,ok,1,1.0,0.462801,0.065883,p35-stageb-970fcf0,970fcf041e20d2dd7b70e5349fd1a8fdd4359460,False,a5df3e662dca208c79cbc56d4ef348ffdb04d52a3d54b199e4b6819eb1223139,e101feb614677da700ee30a154d7bd9a603286e740a3c12f50619d0f1a4d9e46,cbdd4e3124bd56a8fa8ed9dd885ce6fa096287094dca0c301adb5acd858d3d55,5639c79189c99a4ce72622378f07f5bc26e93ad368a010f00d48468f3884fec9,55ed65c56c91713d23e8402371c6c49a6fd84f257f7dce452e8d70e41dcbe152
